0.01434,1.2599,0.23347,3.3691,292.15
0.01437,1.26,0.23343,3.3725,292.14
0.014409,1.2601,0.23337,3.3769,292.13
0.01446,1.2602,0.23329,3.3826,292.11
0.014528,1.2604,0.23319,3.3901,292.09
0.014616,1.2606,0.23306,3.3998,292.06
0.014731,1.2608,0.23289,3.4125,292.03
0.014884,1.2611,0.23266,3.429,291.98
0.015086,1.2616,0.23238,3.4505,291.93
0.015356,1.2621,0.232,3.4786,291.85
0.015698,1.2628,0.23155,3.5133,291.75
0.016052,1.2635,0.23109,3.5482,291.66
0.016419,1.2642,0.23063,3.5834,291.57
0.016801,1.2649,0.23018,3.6187,291.47
0.017197,1.2656,0.22973,3.6543,291.38
0.017609,1.2663,0.22927,3.6901,291.29
0.018037,1.267,0.22882,3.7261,291.19
0.018483,1.2677,0.22837,3.7623,291.1
0.018948,1.2684,0.22792,3.7987,291.01
0.019432,1.2691,0.22747,3.8354,290.91
0.019937,1.2697,0.22702,3.8723,290.82
0.020464,1.2704,0.22657,3.9093,290.73
0.021015,1.2711,0.22612,3.9466,290.64
0.021591,1.2718,0.22567,3.9841,290.54
0.022194,1.2725,0.22522,4.0218,290.45
0.022826,1.2732,0.22477,4.0597,290.36
0.023489,1.2739,0.22433,4.0978,290.27
0.024184,1.2746,0.22388,4.136,290.17
0.024915,1.2753,0.22343,4.1745,290.08
0.025684,1.276,0.22299,4.2131,289.99
0.026494,1.2766,0.22254,4.2519,289.9
0.027347,1.2773,0.2221,4.2909,289.8
0.028248,1.278,0.22165,4.33,289.71
0.029201,1.2787,0.22121,4.3693,289.62
0.030209,1.2794,0.22077,4.4087,289.53
0.031277,1.2801,0.22032,4.4483,289.44
0.032411,1.2808,0.21988,4.488,289.34
0.033616,1.2815,0.21944,4.5277,289.25
0.034899,1.2822,0.219,4.5676,289.16
0.036267,1.2828,0.21856,4.6075,289.07
0.037727,1.2835,0.21812,4.6475,288.98
0.039289,1.2842,0.21769,4.6876,288.89
0.040963,1.2849,0.21725,4.7276,288.79
0.04276,1.2856,0.21682,4.7677,288.7
0.044692,1.2863,0.21639,4.8076,288.61
0.046774,1.2869,0.21596,4.8475,288.52
0.049021,1.2876,0.21554,4.8873,288.43
0.051451,1.2883,0.21512,4.9269,288.34
0.054084,1.289,0.2147,4.9664,288.24
0.056942,1.2896,0.21429,5.0055,288.15
0.06005,1.2903,0.21388,5.0443,288.06
0.063435,1.291,0.21348,5.0828,287.97
0.067128,1.2916,0.21308,5.1207,287.88
0.071162,1.2923,0.21269,5.1581,287.78
0.075573,1.2929,0.21231,5.1949,287.69
0.080401,1.2935,0.21195,5.2309,287.6
0.085685,1.2942,0.21159,5.266,287.5
0.091468,1.2948,0.21124,5.3002,287.41
0.097792,1.2954,0.21091,5.3332,287.32
0.1047,1.296,0.21059,5.3651,287.22
0.11222,1.2965,0.21028,5.3956,287.13
0.1204,1.2971,0.21,5.4248,287.03
0.12926,1.2976,0.20973,5.4524,286.94
0.13882,1.2982,0.20947,5.4784,286.84
0.14908,1.2987,0.20924,5.5028,286.74
0.16004,1.2992,0.20903,5.5256,286.65
0.17169,1.2996,0.20883,5.5467,286.55
0.18402,1.3001,0.20865,5.5663,286.45
0.19699,1.3005,0.20849,5.5843,286.35
0.21056,1.301,0.20835,5.6009,286.26
0.22471,1.3014,0.20822,5.6161,286.16
0.2394,1.3018,0.20811,5.6301,286.06
0.25459,1.3022,0.20801,5.6428,285.96
0.27024,1.3026,0.20792,5.6545,285.86
0.28631,1.3029,0.20784,5.6652,285.77
0.30278,1.3033,0.20777,5.675,285.67
0.309,1.3034,0.20775,5.6784,285.63
0.31961,1.3036,0.20772,5.684,285.57
0.01434,1.2599,0.23347,3.3691,292.15
0.01431,1.2599,0.23352,3.3657,292.16
0.014271,1.2598,0.23358,3.3613,292.17
0.014221,1.2596,0.23366,3.3556,292.19
0.014156,1.2595,0.23376,3.3482,292.21
0.014072,1.2593,0.23389,3.3386,292.23
0.013965,1.259,0.23406,3.3261,292.27
0.013827,1.2587,0.23429,3.3099,292.31
0.013652,1.2583,0.23458,3.2889,292.37
0.013428,1.2577,0.23496,3.2618,292.45
0.013163,1.257,0.23542,3.2288,292.55
0.012905,1.2563,0.23589,3.196,292.64
0.012656,1.2556,0.23636,3.1634,292.73
0.012414,1.2549,0.23683,3.131,292.83
0.01218,1.2542,0.2373,3.0989,292.92
0.011952,1.2535,0.23778,3.0669,293.02
0.011732,1.2528,0.23825,3.0352,293.11
0.011517,1.2521,0.23873,3.0038,293.21
0.011309,1.2514,0.23921,2.9725,293.3
0.011107,1.2506,0.2397,2.9414,293.4
0.01091,1.2499,0.24018,2.9106,293.49
0.010719,1.2492,0.24067,2.88,293.59
0.010533,1.2485,0.24116,2.8496,293.68
0.010352,1.2478,0.24165,2.8194,293.78
0.010176,1.2471,0.24215,2.7895,293.87
0.010005,1.2463,0.24264,2.7597,293.97
0.0098378,1.2456,0.24315,2.7302,294.07
0.0096752,1.2449,0.24365,2.7009,294.16
0.0095167,1.2441,0.24416,2.6718,294.26
0.0093622,1.2434,0.24467,2.6429,294.35
0.0092116,1.2427,0.24518,2.6142,294.45
0.0090647,1.2419,0.2457,2.5857,294.54
0.0089214,1.2412,0.24622,2.5575,294.64
0.0087816,1.2404,0.24674,2.5294,294.74
0.0086451,1.2397,0.24727,2.5015,294.83
0.0085119,1.2389,0.24781,2.4739,294.93
0.0083819,1.2382,0.24834,2.4465,295.02
0.0082548,1.2374,0.24888,2.4192,295.12
0.0081307,1.2366,0.24943,2.3922,295.22
0.0080095,1.2359,0.24998,2.3653,295.31
0.007891,1.2351,0.25054,2.3387,295.41
0.0077752,1.2343,0.2511,2.3123,295.51
0.0076619,1.2335,0.25166,2.286,295.6
0.0075512,1.2327,0.25223,2.26,295.7
0.0074428,1.2319,0.25281,2.2342,295.8
0.0073369,1.2311,0.25339,2.2085,295.89
0.0072332,1.2303,0.25398,2.1831,295.99
0.0071317,1.2295,0.25458,2.1578,296.09
0.0070324,1.2287,0.25518,2.1328,296.18
0.0069351,1.2279,0.25579,2.1079,296.28
0.0068399,1.227,0.2564,2.0832,296.38
0.0067466,1.2262,0.25702,2.0587,296.47
0.0066553,1.2254,0.25765,2.0344,296.57
0.0065658,1.2245,0.25829,2.0103,296.67
0.0064782,1.2237,0.25893,1.9863,296.76
0.0063922,1.2228,0.25958,1.9626,296.86
0.006308,1.2219,0.26024,1.939,296.96
0.0062255,1.221,0.26091,1.9157,297.06
0.0061446,1.2201,0.26159,1.8925,297.15
0.0060652,1.2192,0.26227,1.8694,297.25
0.0059874,1.2183,0.26297,1.8466,297.35
0.0059111,1.2174,0.26367,1.8239,297.45
0.0058363,1.2165,0.26439,1.8015,297.54
0.0057629,1.2156,0.26511,1.7792,297.64
0.0056908,1.2146,0.26585,1.757,297.74
0.0056201,1.2137,0.2666,1.7351,297.84
0.0055507,1.2127,0.26736,1.7133,297.93
0.0054826,1.2117,0.26813,1.6917,298.03
0.0054158,1.2107,0.26891,1.6703,298.13
0.0053502,1.2097,0.26971,1.649,298.23
0.0052857,1.2087,0.27052,1.6279,298.32
0.0052225,1.2077,0.27134,1.607,298.42
0.0051603,1.2066,0.27217,1.5862,298.52
0.0050993,1.2056,0.27302,1.5656,298.62
0.0050394,1.2045,0.27389,1.5452,298.71
0.0049805,1.2034,0.27477,1.5249,298.81
0.0049227,1.2023,0.27567,1.5048,298.91
0.0048659,1.2012,0.27658,1.4849,299.01
0.0048101,1.2001,0.27751,1.4651,299.11
0.0047552,1.1989,0.27846,1.4455,299.2
0.0047013,1.1977,0.27943,1.4261,299.3
0.0046484,1.1966,0.28041,1.4068,299.4
0.0045963,1.1953,0.28142,1.3876,299.5
0.0045451,1.1941,0.28244,1.3687,299.6
0.0044948,1.1929,0.28349,1.3499,299.7
0.0044454,1.1916,0.28456,1.3312,299.79
0.0043968,1.1903,0.28565,1.3127,299.89
0.004349,1.189,0.28677,1.2943,299.99
0.004302,1.1877,0.28791,1.2761,300.09
0.0042559,1.1863,0.28907,1.2581,300.19
0.0042105,1.1849,0.29027,1.2402,300.29
0.0041658,1.1835,0.29148,1.2225,300.38
0.0041219,1.182,0.29273,1.2049,300.48
0.0040787,1.1806,0.29401,1.1874,300.58
0.0040363,1.1791,0.29532,1.1701,300.68
0.0039945,1.1775,0.29666,1.153,300.78
0.0039535,1.176,0.29803,1.136,300.88
0.0039131,1.1744,0.29944,1.1192,300.97
0.0038734,1.1727,0.30088,1.1025,301.07
0.0038344,1.1711,0.30236,1.0859,301.17
0.003796,1.1693,0.30388,1.0695,301.27
0.0037583,1.1676,0.30544,1.0533,301.37
0.0037212,1.1658,0.30704,1.0372,301.47
0.0036847,1.164,0.30868,1.0212,301.57
0.0036488,1.1621,0.31037,1.0054,301.67
0.0036136,1.1601,0.31211,0.98972,301.76
0.0035789,1.1582,0.3139,0.97419,301.86
0.0035448,1.1561,0.31574,0.95881,301.96
0.0035113,1.1541,0.31763,0.94357,302.06
0.0034784,1.1519,0.31958,0.92848,302.16
0.003446,1.1497,0.32159,0.91352,302.26
0.0034143,1.1475,0.32366,0.89872,302.36
0.003383,1.1451,0.32579,0.88405,302.46
0.0033523,1.1428,0.32799,0.86954,302.55
0.0033222,1.1403,0.33026,0.85516,302.65
0.0032926,1.1378,0.3326,0.84093,302.75
0.0032636,1.1352,0.33502,0.82685,302.85
0.0032351,1.1325,0.33751,0.81291,302.95
0.0032071,1.1297,0.34009,0.79911,303.05
0.0031796,1.1269,0.34276,0.78546,303.15
0.0031527,1.1239,0.34551,0.77196,303.25
